pedófilo;1.26
violador;1.3
tortura;1.4
leucemia;1.47
asesinato;1.48
racismo;1.48
homicidio;1.5
abuso;1.53
herpes;1.57
conducir ebrio;1.58
suicidio;1.58
terrorismo;1.6
hijo de puta;1.61
genocidio;1.62
guillotina;1.63
gonorrea;1.65
morir;1.67
linchamiento;1.67
enfermedad;1.68
náusea;1.68
desastre;1.71
luto;1.71
virus;1.71
juicio hipotecario;1.75
lecho de muerte;1.79
morgue;1.79
pesadilla;1.79
estrés;1.79
antihigiénico;1.79
matar;1.81
amputación;1.84
infeliz;1.84
apendicitis;1.86
cirrosis;1.86
coma;1.89
muerte;1.89
insultante;1.89
menopausia;1.89
infelicidad;1.89
sin valor;1.89
cáncer;1.9
odioso;1.9
incurable;1.9
sin madre;1.9
asaltador;1.9
parásito;1.9
vandalismo;1.9
cárcel;1.91
asesino;1.92
prisión;1.94
satánico;1.94
enterrar;1.95
crimen;1.95
deuda;1.95
el corazón roto;1.95
matanza;1.95
mohoso;1.95
parasitario;1.95
repulsivo;1.95
vomitar;1.98
alcoholismo;2,00
atacar;2,00
allanamiento de morada;2,00
comatoso;2,00
excremento;2,00
fatal;2,00
ejecutar la hipoteca;2,00
infección;2,00
dolor;2,00
polución;2,00
pobreza;2,00
sabotear;2,00
esclavitud;2,00
muerto;2.02
viruela;2.02
grosero;2.04
abusivo;2.05
asalto;2.05
chantajista;2.05
catastrófico;2.05
crisis;2.05
deshonestidad;2.05
epidemia;2.05
fraude;2.05
secuestro;2.05
homicidio involuntario;2.05
negligente;2.05
penitenciario;2.05
racista;2.05
sufrir;2.05
tumor;2.05
víctima;2.05
esclavo;2.06
funeral;2.07
devastador;2.09
enfermedad del corazón;2.09
amputar;2.1
bombardeo;2.1
diarrea;2.1
codicioso;2.1
infidelidad;2.1
triste;2.1
terrible;2.1
inaguantable;2.1
preocuparse;2.1
gilipollas;2.11
criminal;2.11
punta de pistola;2.11
tragedia;2.11
embolia;2.14
extorsión;2.15
fracaso;2.15
destructor;2.16
humillante;2.16
incesto;2.16
bubónico;2.17
robar;2.17
sífilis;2.17
acné;2.18
demandar;2.18
tráfico;2.18
asfixia;2.19
castrar;2.19
secuestrar;2.19
tenia;2.19
compañero de celda;2.2
sin esperanza;2.2
horrendo;2.2
miseria;2.2
desastroso;2.21
sin hogar;2.21
interrogatorio;2.21
vil;2.21
enemigo;2.22
dolor de cabeza;2.22
perecer;2.22
traumático;2.22
verdugo;2.23
invasor;2.23
guerra;2.23
amianto;2.24
traición;2.24
indefenso;2.24
inseguridad;2.24
los piojos;2.24
sin vida;2.24
castración;2.25
quimioterapia;2.25
lepra;2.25
incendio provocado;2.26
robo con fractura;2.26
crucificar;2.26
deformado;2.26
incompetencia;2.26
ratero de tiendas;2.26
violento;2.26
viudo;2.26
deprimido;2.27
repugnante;2.27
humillación;2.27
mutilación;2.27
envenenamiento;2.27
ejecución;2.28
viuda;2.28
desconocer;2.29
perjudicial;2.29
enfermos;2.29
violación;2.29
infestación;2.3
de mierda;2.3
ántrax;2.32
artritis;2.32
canibalismo;2.32
hemorragia;2.32
lesión;2.32
yihad;2.32
malicioso;2.32
obeso;2.32
ruina;2.32
ladrón;2.32
dolor de muelas;2.32
desempleo;2.32
vándalo;2.32
peligroso;2.33
discriminante;2.33
deshonroso;2.33
ahogarse;2.33
enfurecido;2.33
fallar;2.33
hepatitis;2.33
horrible;2.33
masacre;2.33
esvástica;2.33
estafador;2.33
tsunami;2.33
infiel;2.33
imperdonable;2.33
malaria;2.34
hostil;2.35
carterista;2.35
terrorista;2.35
tóxico;2.35
anticristo;2.36
engaño;2.36
crueldad;2.37
deshonrar;2.37
no atractivo;2.37
ansiedad;2.38
graso;2.38
odio;2.38
celoso;2.38
rancio;2.38
mentir;2.39
sospechar;2.39
traidor;2.39
decaimiento;2.4
fecal;2.4
desgracia;2.4
llorar;2.4
rechazado;2.4
tristeza;2.4
criticar;2.41
mentiroso;2.41
alimañas;2.41
cobarde;2.42
descomponer;2.42
plaga;2.42
rehuir;2.42
toxina;2.42
latigazo;2.42
brutalidad;2.43
empobrecido;2.43
sanguijuela;2.43
significar;2.43
podrido;2.43
depresión;2.44
mudo;2.44
sociópata;2.44
asma;2.45
estreñimiento;2.45
cadáver;2.45
discriminación;2.45
electrocución;2.45
asustado;2.45
frustración;2.45
acoso;2.45
lápida mortuoria;2.45
injusticia;2.45
invasión;2.45
lobotomía;2.45
esclerosis múltiple;2.45
calumnia;2.45
agonía;2.46
cucaracha;2.46
intruso;2.46
sangrar;2.47
quebrantados de corazón;2.47
deprimir;2.47
descalificar;2.47
enfisema;2.47
glaucoma;2.47
maleficio;2.47
brote;2.47
profano;2.47
toxicidad;2.47
feo;2.47
agravación;2.48
deprimente;2.48
codicia;2.48
hernia;2.48
encarcelar;2.48
indigestión;2.48
letal;2.48
desnutrición;2.48
aborto involuntario;2.48
alcohólico;2.49
divorcio;2.49
abominación;2.5
aneurisma;2.5
ira;2.5
incendiario;2.5
quiste;2.5
fascismo;2.5
gangrena;2.5
germen;2.5
resaca;2.5
inoperable;2.5
irresponsable;2.5
drogadicto;2.5
rabia;2.5
aterrorizar;2.5
aterrorizado;2.51
arrogante;2.52
avergonzado;2.52
quiebra;2.52
traicionar;2.52
desagrado;2.52
disputa;2.52
expulsión;2.52
negativo;2.52
paralizar;2.52
flema;2.52
venenoso;2.52
psoriasis;2.52
pus;2.52
sin dientes;2.52
alienación;2.53
enojado;2.53
destrucción;2.53
ilegal;2.53
perdido;2.53
snob;2.53
morir de hambre;2.53
tacaño;2.53
atormentar;2.53
desagradable;2.53
accidente;2.55
agravar;2.55
arrogancia;2.55
perra;2.55
ceguera;2.55
sanguinario;2.55
delincuencia;2.55
frustrado;2.55
infierno;2.55
meningitis;2.55
monstruo;2.55
superpoblado;2.55
sin dinero;2.55
salmonela;2.55
barrio bajo;2.55
acosador;2.55
picadura;2.55
tifoidea;2.55
insalubre;2.55
asesina;2.56
pánico;2.56
niebla con humo;2.56
confrontación;2.57
dificultad;2.57
deslealtad;2.57
frustrante;2.57
furioso;2.57
hipotermia;2.57
sarampión;2.57
rudeza;2.57
aborto;2.58
aniquilación;2.58
cancro;2.58
privación;2.58
sin rostro;2.58
gripe;2.58
espantoso;2.58
desconsiderado;2.58
celos;2.58
doloroso;2.58
problemático;2.58
no pagado;2.58
chantaje;2.59
derrotado;2.59
gángster;2.59
sin amor;2.59
lo desagradable;2.59
serpiente negro;2.6
cavidad;2.6
colonoscopia;2.6
falsificación;2.6
humillar;2.6
linfoma;2.6
miserable;2.6
paranoia;2.6
rechazo;2.6
robo;2.6
amenazar;2.6
bilis;2.61
carcelero;2.61
paperas;2.61
violar;2.61
residuos;2.61
argumento;2.62
autopsia;2.62
condenar;2.62
coronario;2.62
degradar;2.62
dictadura;2.62
inmundicia;2.62
hipocresía;2.62
insultar;2.62
psicópata;2.62
sádico;2.62
vergüenza;2.62
hedor;2.62
estresante;2.62
abandono;2.63
ataúd;2.63
desagradar;2.63
desalojar;2.63
infeccioso;2.63
exasperante;2.63
irritante;2.63
siniestro;2.63
escoria;2.63
amenaza;2.63
disturbios;2.63
vicioso;2.63
entierro;2.65
decepcionado;2.65
inhóspito;2.65
neumonía;2.65
psicosis;2.65
pudrirse;2.65
sollozar;2.65
poco apreciado;2.65
peligro;2.66
temeroso;2.66
mocoso;2.67
cripta;2.67
demoler;2.67
destruir;2.67
poner en peligro;2.67
esclavizar;2.67
handicap;2.67
insomnio;2.67
opresión;2.67
sobredosis;2.67
polio;2.67
preso;2.67
reprimenda;2.67
desempleados;2.67
indigno de confianza;2.67
verruga;2.67
acusar;2.68
cólera;2.68
agrietarse;2.68
desventaja;2.68
disgustado;2.68
perturbación;2.68
gérmenes;2.68
horripilante;2.68
ilícito;2.68
funcionamiento defectuoso;2.68
migraña;2.68
recesión;2.68
matadero;2.68
maloliente;2.68
ingrato;2.68
empequeñecer;2.7
catástrofe;2.7
cianuro;2.7
degenerar;2.7
despectivo;2.7
epilepsia;2.7
ex;2.7
homofóbico;2.7
napalm;2.7
negligencia;2.7
predispuesto;2.7
úlcera;2.7
incómodo;2.7
desafortunado;2.7
puta;2.7
anoréxico;2.71
aburrido;2.71
irrespetuoso;2.71
quisquilloso;2.71
molde;2.71
patológico;2.71
sin alma;2.71
camisa de fuerza;2.71
estupidez;2.71
no profesional;2.71
no deseado;2.71
violencia;2.71
avispa;2.71
emergencia;2.72
cruel;2.73
fallecido;2.73
furia;2.73
morboso;2.73
nauseabundo;2.73
mear;2.73
calentador de cama;2.74
deficiencia;2.74
diabetes;2.74
extinto;2.74
grasa;2.74
fugitivo;2.74
heroína;2.74
rehén;2.74
insolente;2.74
negligencia profesional;2.74
negatividad;2.74
basura;2.74
tuberculosis;2.74
poco fiable;2.74
poco romántico;2.74
roto;2.75
engreído;2.75
descontento;2.75
inestabilidad;2.75
venganza;2.75
tenso;2.75
terror;2.75
fealdad;2.75
inalcanzable;2.75
espalda mojada;2.75
anarquista;2.76
varicela;2.76
inundación;2.76
inflamación;2.76
interrogar;2.76
cacharro;2.76
castigo;2.76
escorbuto;2.76
quemadura del sol;2.76
adúltero;2.77
aburrimiento;2.77
culto;2.77
dictador;2.77
incompetente;2.77
coche fúnebre;2.78
absceso;2.79
enajenar;2.79
decepcionante;2.79
decepción;2.79
sequía;2.79
hongo;2.79
tiroteo;2.79
cañonazo;2.79
ilegítimo;2.79
inmoral;2.79
menstrual;2.79
sin nombre;2.79
prostitución;2.79
estrangulación;2.79
indigno de;2.79
tiempo de guerra;2.79
agresor;2.8
ciego;2.8
día del juicio final;2.8
afligirse;2.8
abrumado;2.8
pena;2.8
psicopático;2.8
putrefacto;2.8
llaga;2.8
inútil;2.8
adulterio;2.81
falta de respeto;2.81
gruñón;2.81
malicia;2.81
pirado;2.81
obesidad;2.81
opresor;2.81
pinchazo;2.81
represión;2.81
auditoría;2.82
crucifixión;2.82
tiro;2.82
gimotear;2.82
estropear;2.83
agitación;2.84
catéter;2.84
caos;2.84
sala de justicia;2.84
no estar de acuerdo;2.84
malestar;2.84
polvillo radiactivo;2.84
demonio necrófago;2.84
hipertensión;2.84
ignorancia;2.84
incriminar;2.84
infectar;2.84
intimidar;2.84
pleito;2.84
moco;2.84
merodeador;2.84
cuarentena;2.84
reñir;2.84
estúpido;2.84
inseguro;2.84
angina;2.85
calvo;2.85
inyectado de sangre;2.85
contagio;2.85
degradación;2.85
demencia;2.85
fatalidad;2.85
el fuego del infierno;2.85
irritable;2.85
perdedor;2.85
misil;2.85
monzón;2.85
parapléjico;2.85
traicionero;2.85
dispendioso;2.85
adicto;2.86
sangriento;2.86
mandón;2.86
bulímica;2.86
desacuerdo;2.86
locura;2.86
malentendido;2.86
castigar;2.86
que no coopera;2.86
ampolla;2.87
aplastado;2.87
hiperventilar;2.88
deterioro;2.89
desalentador;2.89
desplazar;2.89
exhumación;2.89
explotación;2.89
gubernamental;2.89
hipocondríaco;2.89
inyección;2.89
trauma;2.89
alergia;2.9
ano;2.9
calloso;2.9
caníbal;2.9
claustrofobia;2.9
chocar;2.9
maldecir;2.9
difamación;2.9
formaldehído;2.9
hipodérmico;2.9
pérdida;2.9
manipulativo;2.9
necesitado;2.9
huérfano;2.9
parálisis;2.9
paranoico;2.9
impotente;2.9
rectal;2.9
rodera;2.9
alcantarilla;2.9
tirano;2.9
orina;2.9
calambre;2.91
devastación;2.91
inflación;2.91
recaída;2.91
esquizofrénico;2.91
mendigo;2.92
fiebre;2.92
miedo;2.93
veneno;2.93
comunismo;2.94
profanación;2.94
grasiento;2.94
operación;2.94
apendectomía;2.95
atrocidad;2.95
maltratadas;2.95
blasfemia;2.95
claustrofóbico;2.95
coágulo;2.95
cólico;2.95
colisión;2.95
llorón;2.95
engañar;2.95
déficit;2.95
discapacidad;2.95
desconfianza;2.95
malversación;2.95
puño;2.95
acosar;2.95
sin cabeza;2.95
hostilidad;2.95
histerectomía;2.95
incisión;2.95
intolerancia;2.95
sin sentido;2.95
mucoso;2.95
orfanato;2.95
perjurio;2.95
pestilencia;2.95
punitivo;2.95
rabioso;2.95
rechazar;2.95
revocar;2.95
ridiculizar;2.95
egoísmo;2.95
bofetada;2.95
terminación;2.95
turbulencia;2.95
inmundo;2.95
no apto;2.95
impopular;2.95
venéreo;2.95
jefe militar;2.95
débil;2.95
intervención telefónica;2.95
marchitar;2.95
heridas;2.95
atropello;2.97
daño;2.98
envejecimiento;3,00
alérgico;3,00
molesto;3,00
arsénico;3,00
petardear;3,00
cloroformo;3,00
cigarrillo;3,00
confinar;3,00
juez de instrucción;3,00
corrupto;3,00
corrupción;3,00
demonio;3,00
diabético;3,00
deshonesto;3,00
menospreciar;3,00
disentería;3,00
desalojo;3,00
pulga;3,00
pistolero;3,00
bola de pelo;3,00
imbécil;3,00
incapacidad;3,00
incriminatorio;3,00
inflamatorio;3,00
monóxido;3,00
narcisista;3,00
molestia;3,00
olor;3,00
resentido;3,00
resentimiento;3,00
represalias;3,00
chivo expiatorio;3,00
asustadizo;3,00
servidumbre;3,00
vergonzoso;3,00
roncar;3,00
azotaina;3,00
escupir;3,00
estrangular;3,00
estafa;3,00
impuesto;3,00
indeseable;3,00
sin educación;3,00
villano;3,00
escaldado;3.02
idiota;3.03
discapacitado;3.04
anormalidad;3.05
anemia;3.05
burócrata;3.05
cocaína;3.05
complicación;3.05
conflicto;3.05
contagioso;3.05
cobardía;3.05
caspa;3.05
decrépito;3.05
retrasado;3.05
demoníaco;3.05
depravación;3.05
profanar;3.05
detestar;3.05
desalentar;3.05
terremoto;3.05
malversador;3.05
envidio;3.05
horca;3.05
inconveniencia;3.05
perezoso;3.05
metadona;3.05
monótono;3.05
nicotina;3.05
opresivo;3.05
chulo;3.05
segregación;3.05
incautación;3.05
separación;3.05
puñalada;3.05
estancado;3.05
jeringa;3.05
garrapata;3.05
minar;3.05
baldío;3.05
federal;3.06
huelga;3.06
brutal;3.07
agresivo;3.08
despreciar;3.08
ególatra;3.08
pecado;3.08
disfuncional;3.09
culpable;3.09
hiriente;3.09
incorrecto;3.09
inferioridad;3.09
temerario;3.09
abortar;3.1
biopsia;3.1
quejarse;3.1
extinción;3.1
fascista;3.1
colgar;3.1
idiotez;3.1
impotencia;3.1
encarcelamiento;3.1
entrometerse;3.1
laxante;3.1
maligno;3.1
nerviosismo;3.1
obituario;3.1
obsceno;3.1
oprimidos;3.1
cazador furtivo;3.1
proctólogo;3.1
correo no deseado;3.1
camilla;3.1
tampón;3.1
sin respuesta;3.1
desequilibrado;3.1
beligerante;3.11
proyecto de ley;3.11
lavar el cerebro;3.11
jaula;3.11
confundido;3.11
contaminación;3.11
demente;3.11
destructivo;3.11
diablo;3.11
disección;3.11
hematoma;3.11
homo;3.11
ineficaz;3.11
picazón;3.11
manicomio;3.11
mafia;3.11
patético;3.11
respirador;3.11
destripador;3.11
insomne;3.11
esguince;3.11
teletón;3.11
desprevenido;3.11
mosquito;3.12
radioactividad;3.12
angustia;3.14
atroz;3.14
bárbaro;3.14
cautiverio;3.14
deportar;3.14
desacreditar;3.14
mareado;3.14
gubia;3.14
intolerable;3.14
laringitis;3.14
piojoso;3.14
engañosa;3.14
sobrepeso;3.14
rumor;3.14
senil;3.14
chabola;3.14
lápida sepulcral;3.14
bruja;3.14
aniquilar;3.15
enemistarse;3.15
argumentar;3.15
bigamia;3.15
amargura;3.15
condenación;3.15
cocodrilo;3.15
exorcismo;3.15
sin amigos;3.15
extraviar;3.15
neurosis;3.15
enjuiciar;3.15
astilla;3.15
berrinche;3.15
injusto;3.15
atrofia;3.16
osco;3.16
descomposición;3.16
caducar;3.16
ghetto;3.16
huracán;3.16
hemorragia nasal;3.16
sobreprotector;3.16
cabezón;3.16
enfermizo;3.16
babosa;3.16
emboscada;3.17
torcido;3.17
sucio;3.17
explosión;3.17
inmaduro;3.17
mojigato;3.17
purgatorio;3.17
espasmo;3.17
sojuzgar;3.17
agresión;3.18
blasfemo;3.18
deformidad;3.18
desalentado;3.18
discriminar;3.18
disfunción;3.18
